Ortschaftsname;PLZ;Gemeindename;BFS-Nr;Kantonskürzel;Gültig ab
Innerthal;8858;Innerthal;1343;SZ;01.01.2025
Lachen SZ;8853;Lachen;1344;SZ;01.01.2025
Reichenburg;8864;Reichenburg;1345;SZ;01.01.2025
Siebnen;8854;Schübelbach;1346;SZ;01.01.2025
Wangen SZ;8855;Schübelbach;1346;SZ;01.01.2025
Schübelbach;8862;Schübelbach;1346;SZ;01.01.2025
Buttikon SZ;8863;Schübelbach;1346;SZ;01.01.2025
Uznach;8730;Tuggen;1347;SZ;01.01.2025
Wangen SZ;8855;Tuggen;1347;SZ;01.01.2025
Tuggen;8856;Tuggen;1347;SZ;01.01.2025
Vorderthal;8857;Vorderthal;1348;SZ;01.01.2025
Lachen SZ;8853;Wangen (SZ);1349;SZ;01.01.2025
Siebnen;8854;Wangen (SZ);1349;SZ;01.01.2025
Wangen SZ;8855;Wangen (SZ);1349;SZ;01.01.2025
Alpthal;8849;Alpthal;1361;SZ;01.01.2025
Walchwil;6318;Arth;1362;SZ;01.01.2025
Rigi Kaltbad;6356;Arth;1362;SZ;01.01.2025
Goldau;6410;Arth;1362;SZ;01.01.2025
Rigi Klösterli;6410;Arth;1362;SZ;01.01.2025
Rigi Staffel;6410;Arth;1362;SZ;01.01.2025
Rigi Kulm;6410;Arth;1362;SZ;01.01.2025
Oberarth;6414;Arth;1362;SZ;01.01.2025
Arth;6415;Arth;1362;SZ;01.01.2025
Steinerberg;6416;Arth;1362;SZ;01.01.2025
Illgau;6434;Illgau;1363;SZ;01.01.2025
Seewen SZ;6423;Ingenbohl;1364;SZ;01.01.2025
Brunnen;6440;Ingenbohl;1364;SZ;01.01.2025
Lauerz;6424;Lauerz;1365;SZ;01.01.2025
Stoos SZ;6433;Morschach;1366;SZ;01.01.2025
Brunnen;6440;Morschach;1366;SZ;01.01.2025
Morschach;6443;Morschach;1366;SZ;01.01.2025
Sisikon;6452;Morschach;1366;SZ;01.01.2025
Stoos SZ;6433;Muotathal;1367;SZ;01.01.2025
Muotathal;6436;Muotathal;1367;SZ;01.01.2025
Bisisthal;6436;Muotathal;1367;SZ;01.01.2025
Ried (Muotathal);6436;Muotathal;1367;SZ;01.01.2025
Klöntal;8750;Muotathal;1367;SZ;01.01.2025
Unteriberg;8842;Oberiberg;1368;SZ;01.01.2025
Oberiberg;8843;Oberiberg;1368;SZ;01.01.2025
Riemenstalden;6452;Riemenstalden;1369;SZ;01.01.2025
Rothenthurm;6418;Rothenthurm;1370;SZ;01.01.2025
Morgarten;6315;Sattel;1371;SZ;01.01.2025
Sattel;6417;Sattel;1371;SZ;01.01.2025
Rothenthurm;6418;Sattel;1371;SZ;01.01.2025
Steinen;6422;Sattel;1371;SZ;01.01.2025
Sattel;6417;Schwyz;1372;SZ;01.01.2025
Seewen SZ;6423;Schwyz;1372;SZ;01.01.2025
Schwyz;6430;Schwyz;1372;SZ;01.01.2025
Rickenbach b. Schwyz;6432;Schwyz;1372;SZ;01.01.2025
Ibach;6438;Schwyz;1372;SZ;01.01.2025
Unteriberg;8842;Schwyz;1372;SZ;01.01.2025
Oberiberg;8843;Schwyz;1372;SZ;01.01.2025
Steinen;6422;Steinen;1373;SZ;01.01.2025
Steinerberg;6416;Steinerberg;1374;SZ;01.01.2025
Unteriberg;8842;Unteriberg;1375;SZ;01.01.2025
Euthal;8844;Unteriberg;1375;SZ;01.01.2025
Studen SZ;8845;Unteriberg;1375;SZ;01.01.2025
Pilatus Kulm;6010;Alpnach;1401;OW;01.01.2025
Alpnachstad;6053;Alpnach;1401;OW;01.01.2025
Alpnach Dorf;6055;Alpnach;1401;OW;01.01.2025
Kerns;6064;Alpnach;1401;OW;01.01.2025
Grafenort;6388;Engelberg;1402;OW;01.01.2025
Engelberg;6390;Engelberg;1402;OW;01.01.2025
Giswil;6074;Giswil;1403;OW;01.01.2025
Sörenberg;6174;Giswil;1403;OW;01.01.2025
Kerns;6064;Kerns;1404;OW;01.01.2025
St. Niklausen OW;6066;Kerns;1404;OW;01.01.2025
Melchtal;6067;Kerns;1404;OW;01.01.2025
Melchsee-Frutt;6068;Kerns;1404;OW;01.01.2025
Lungern;6078;Lungern;1405;OW;01.01.2025
Bürglen OW;6078;Lungern;1405;OW;01.01.2025
Melchtal;6067;Sachseln;1406;OW;01.01.2025
Sachseln;6072;Sachseln;1406;OW;01.01.2025
Flüeli-Ranft;6073;Sachseln;1406;OW;01.01.2025
Giswil;6074;Sachseln;1406;OW;01.01.2025
Kägiswil;6056;Sarnen;1407;OW;01.01.2025
Sarnen;6060;Sarnen;1407;OW;01.01.2025
Ramersberg;6060;Sarnen;1407;OW;01.01.2025
Wilen (Sarnen);6062;Sarnen;1407;OW;01.01.2025
Stalden (Sarnen);6063;Sarnen;1407;OW;01.01.2025
Beckenried;6375;Beckenried;1501;NW;01.01.2025
Emmetten;6376;Beckenried;1501;NW;01.01.2025
Buochs;6374;Buochs;1502;NW;01.01.2025
Dallenwil;6383;Dallenwil;1503;NW;01.01.2025
Wiesenberg;6383;Dallenwil;1503;NW;01.01.2025
Wirzweli;6383;Dallenwil;1503;NW;01.01.2025
Emmetten;6376;Emmetten;1504;NW;01.01.2025
Seelisberg;6377;Emmetten;1504;NW;01.01.2025
Obbürgen;6363;Ennetbürgen;1505;NW;01.01.2025
Bürgenstock;6363;Ennetbürgen;1505;NW;01.01.2025
Ennetbürgen;6373;Ennetbürgen;1505;NW;01.01.2025
Buochs;6374;Ennetbürgen;1505;NW;01.01.2025
Stansstad;6362;Ennetmoos;1506;NW;01.01.2025
Stans;6370;Ennetmoos;1506;NW;01.01.2025
Ennetmoos;6372;Ennetmoos;1506;NW;01.01.2025
Kriens;6010;Hergiswil (NW);1507;NW;01.01.2025
Eigenthal;6013;Hergiswil (NW);1507;NW;01.01.2025
Hergiswil NW;6052;Hergiswil (NW);1507;NW;01.01.2025
Stans;6370;Oberdorf (NW);1508;NW;01.01.2025
Oberdorf NW;6370;Oberdorf (NW);1508;NW;01.01.2025
Buochs;6374;Oberdorf (NW);1508;NW;01.01.2025
Büren NW;6382;Oberdorf (NW);1508;NW;01.01.2025
Niederrickenbach;6383;Oberdorf (NW);1508;NW;01.01.2025
Stansstad;6362;Stans;1509;NW;01.01.2025
Stans;6370;Stans;1509;NW;01.01.2025
Ennetmoos;6372;Stans;1509;NW;01.01.2025
Ennetbürgen;6373;Stans;1509;NW;01.01.2025
Stansstad;6362;Stansstad;1510;NW;01.01.2025
Obbürgen;6363;Stansstad;1510;NW;01.01.2025
Fürigen;6363;Stansstad;1510;NW;01.01.2025
Bürgenstock;6363;Stansstad;1510;NW;01.01.2025
Kehrsiten;6365;Stansstad;1510;NW;01.01.2025
Dallenwil;6383;Wolfenschiessen;1511;NW;01.01.2025
Niederrickenbach;6383;Wolfenschiessen;1511;NW;01.01.2025
Wolfenschiessen;6386;Wolfenschiessen;1511;NW;01.01.2025
Oberrickenbach;6387;Wolfenschiessen;1511;NW;01.01.2025
Grafenort;6388;Wolfenschiessen;1511;NW;01.01.2025
Engelberg;6390;Wolfenschiessen;1511;NW;01.01.2025
Näfels;8752;Glarus Nord;1630;GL;01.01.2025
Mollis;8753;Glarus Nord;1630;GL;01.01.2025
Netstal;8754;Glarus Nord;1630;GL;01.01.2025
Filzbach;8757;Glarus Nord;1630;GL;01.01.2025
Obstalden;8758;Glarus Nord;1630;GL;01.01.2025
Bilten;8865;Glarus Nord;1630;GL;01.01.2025
Ziegelbrücke;8866;Glarus Nord;1630;GL;01.01.2025
Niederurnen;8867;Glarus Nord;1630;GL;01.01.2025
Oberurnen;8868;Glarus Nord;1630;GL;01.01.2025
Weesen;8872;Glarus Nord;1630;GL;01.01.2025
Mühlehorn;8874;Glarus Nord;1630;GL;01.01.2025
Glarus;8750;Glarus Süd;1631;GL;01.01.2025
Ennenda;8755;Glarus Süd;1631;GL;01.01.2025
Mitlödi;8756;Glarus Süd;1631;GL;01.01.2025
Schwanden GL;8762;Glarus Süd;1631;GL;01.01.2025
Schwändi b. Schwanden;8762;Glarus Süd;1631;GL;01.01.2025
Sool;8762;Glarus Süd;1631;GL;01.01.2025
Engi;8765;Glarus Süd;1631;GL;01.01.2025
Matt;8766;Glarus Süd;1631;GL;01.01.2025
Elm;8767;Glarus Süd;1631;GL;01.01.2025
Nidfurn;8772;Glarus Süd;1631;GL;01.01.2025
Haslen GL;8773;Glarus Süd;1631;GL;01.01.2025
Leuggelbach;8774;Glarus Süd;1631;GL;01.01.2025
Luchsingen;8775;Glarus Süd;1631;GL;01.01.2025
Hätzingen;8775;Glarus Süd;1631;GL;01.01.2025
Diesbach GL;8777;Glarus Süd;1631;GL;01.01.2025
Betschwanden;8777;Glarus Süd;1631;GL;01.01.2025
Rüti GL;8782;Glarus Süd;1631;GL;01.01.2025
Linthal;8783;Glarus Süd;1631;GL;01.01.2025
Braunwald;8784;Glarus Süd;1631;GL;01.01.2025
Glarus;8750;Glarus;1632;GL;01.01.2025
Riedern;8750;Glarus;1632;GL;01.01.2025
Klöntal;8750;Glarus;1632;GL;01.01.2025
Netstal;8754;Glarus;1632;GL;01.01.2025
Ennenda;8755;Glarus;1632;GL;01.01.2025
Zug;6300;Baar;1701;ZG;01.01.2025
Steinhausen;6312;Baar;1701;ZG;01.01.2025
Neuägeri;6314;Baar;1701;ZG;01.01.2025
Allenwinden;6319;Baar;1701;ZG;01.01.2025
Baar;6340;Baar;1701;ZG;01.01.2025
Neuheim;6345;Baar;1701;ZG;01.01.2025
Cham;6330;Cham;1702;ZG;01.01.2025
Hünenberg;6331;Cham;1702;ZG;01.01.2025
Hagendorn;6332;Cham;1702;ZG;01.01.2025
Mühlau;5642;Hünenberg;1703;ZG;01.01.2025
Hünenberg;6331;Hünenberg;1703;ZG;01.01.2025
Hagendorn;6332;Hünenberg;1703;ZG;01.01.2025
Hünenberg See;6333;Hünenberg;1703;ZG;01.01.2025
Menzingen;6313;Menzingen;1704;ZG;01.01.2025
Menzingen;6313;Menzingen;1704;ZG;01.01.2025
Edlibach;6313;Menzingen;1704;ZG;01.01.2025
Finstersee;6313;Menzingen;1704;ZG;01.01.2025
Neuägeri;6314;Menzingen;1704;ZG;01.01.2025
Alosen;6315;Menzingen;1704;ZG;01.01.2025
Menzingen;6313;Neuheim;1705;ZG;01.01.2025
Baar;6340;Neuheim;1705;ZG;01.01.2025
Sihlbrugg;6340;Neuheim;1705;ZG;01.01.2025
Neuheim;6345;Neuheim;1705;ZG;01.01.2025
Unterägeri;6314;Oberägeri;1706;ZG;01.01.2025
Oberägeri;6315;Oberägeri;1706;ZG;01.01.2025
Alosen;6315;Oberägeri;1706;ZG;01.01.2025
Morgarten;6315;Oberägeri;1706;ZG;01.01.2025
Sattel;6417;Oberägeri;1706;ZG;01.01.2025
Rothenthurm;6418;Oberägeri;1706;ZG;01.01.2025
Bennau;8836;Oberägeri;1706;ZG;01.01.2025
Rotkreuz;6343;Risch;1707;ZG;01.01.2025
Buonas;6343;Risch;1707;ZG;01.01.2025
Risch;6343;Risch;1707;ZG;01.01.2025
Holzhäusern ZG;6343;Risch;1707;ZG;01.01.2025
Steinhausen;6312;Steinhausen;1708;ZG;01.01.2025
Cham;6330;Steinhausen;1708;ZG;01.01.2025
Unterägeri;6314;Unterägeri;1709;ZG;01.01.2025
Neuägeri;6314;Unterägeri;1709;ZG;01.01.2025
Oberägeri;6315;Unterägeri;1709;ZG;01.01.2025
Walchwil;6318;Walchwil;1710;ZG;01.01.2025
Zug;6300;Zug;1711;ZG;01.01.2025
Zugerberg;6300;Zug;1711;ZG;01.01.2025
Neuägeri;6314;Zug;1711;ZG;01.01.2025
Oberwil b. Zug;6317;Zug;1711;ZG;01.01.2025
Walchwil;6318;Zug;1711;ZG;01.01.2025
Cham;6330;Zug;1711;ZG;01.01.2025
Châtillon FR;1473;Châtillon (FR);2008;FR;01.01.2025
Cugy FR;1482;Cugy (FR);2011;FR;01.01.2025
Vesin;1483;Cugy (FR);2011;FR;01.01.2025
Fétigny;1532;Fétigny;2016;FR;01.01.2025
Gletterens;1544;Gletterens;2022;FR;01.01.2025
Estavayer-le-Lac;1470;Lully (FR);2025;FR;01.01.2025
Lully FR;1470;Lully (FR);2025;FR;01.01.2025
Seiry;1470;Lully (FR);2025;FR;01.01.2025
Bollion;1470;Lully (FR);2025;FR;01.01.2025
Ménières;1533;Ménières;2027;FR;01.01.2025
Corcelles-près-Payerne;1562;Montagny (FR);2029;FR;01.01.2025
Cousset;1774;Montagny (FR);2029;FR;01.01.2025
Cousset;1774;Montagny (FR);2029;FR;01.01.2025
Montagny-les-Monts;1774;Montagny (FR);2029;FR;01.01.2025
Mannens;1775;Montagny (FR);2029;FR;01.01.2025
Grandsivaz;1775;Montagny (FR);2029;FR;01.01.2025
Montagny-la-Ville;1776;Montagny (FR);2029;FR;01.01.2025
Nuvilly;1485;Nuvilly;2035;FR;01.01.2025
Prévondavaux;1410;Prévondavaux;2038;FR;01.01.2025
St-Aubin FR;1566;Saint-Aubin (FR);2041;FR;01.01.2025
Les Friques;1566;Saint-Aubin (FR);2041;FR;01.01.2025
Sévaz;1541;Sévaz;2043;FR;01.01.2025
Seigneux;1525;Surpierre;2044;FR;01.01.2025
Villeneuve FR;1527;Surpierre;2044;FR;01.01.2025
Surpierre;1528;Surpierre;2044;FR;01.01.2025
Praratoud;1528;Surpierre;2044;FR;01.01.2025
Cheiry;1529;Surpierre;2044;FR;01.01.2025
Chapelle (Broye);1534;Surpierre;2044;FR;01.01.2025
Vallon;1565;Vallon;2045;FR;01.01.2025
Montet (Broye);1483;Les Montets;2050;FR;01.01.2025
Frasses;1483;Les Montets;2050;FR;01.01.2025
Aumont;1484;Les Montets;2050;FR;01.01.2025
Granges-de-Vesin;1484;Les Montets;2050;FR;01.01.2025
Sassel;1534;Les Montets;2050;FR;01.01.2025
Delley;1567;Delley-Portalban;2051;FR;01.01.2025
Portalban;1568;Delley-Portalban;2051;FR;01.01.2025
Dompierre FR;1563;Belmont-Broye;2053;FR;01.01.2025
Domdidier;1564;Belmont-Broye;2053;FR;01.01.2025
Avenches;1580;Belmont-Broye;2053;FR;01.01.2025
Oleyres;1580;Belmont-Broye;2053;FR;01.01.2025
Grolley;1772;Belmont-Broye;2053;FR;01.01.2025
Léchelles;1773;Belmont-Broye;2053;FR;01.01.2025
Chandon;1773;Belmont-Broye;2053;FR;01.01.2025
Russy;1773;Belmont-Broye;2053;FR;01.01.2025
Montagny-la-Ville;1776;Belmont-Broye;2053;FR;01.01.2025
Estavayer-le-Lac;1470;Estavayer;2054;FR;01.01.2025
Font;1473;Estavayer;2054;FR;01.01.2025
Font;1473;Estavayer;2054;FR;01.01.2025
Autavaux;1475;Estavayer;2054;FR;01.01.2025
Forel FR;1475;Estavayer;2054;FR;01.01.2025
Montbrelloz;1475;Estavayer;2054;FR;01.01.2025
Vuissens;1486;Estavayer;2054;FR;01.01.2025
Murist;1489;Estavayer;2054;FR;01.01.2025
Bussy FR;1541;Estavayer;2054;FR;01.01.2025
Morens FR;1541;Estavayer;2054;FR;01.01.2025
Rueyres-les-Prés;1542;Estavayer;2054;FR;01.01.2025
Cheyres;1468;Cheyres-Châbles;2055;FR;01.01.2025
Châbles FR;1474;Cheyres-Châbles;2055;FR;01.01.2025
Auboranges;1673;Rue;2097;FR;01.01.2025
Billens;1681;Billens-Hennens;2063;FR;01.01.2025
Hennens;1681;Billens-Hennens;2063;FR;01.01.2025
Chapelle (Glâne);1608;Rue;2097;FR;01.01.2025
Le Châtelard-près-Romont;1689;Le Châtelard;2067;FR;01.01.2025
Châtonnaye;1553;Châtonnaye;2068;FR;01.01.2025
Vulliens;1085;Rue;2097;FR;01.01.2025
Ecublens FR;1673;Rue;2097;FR;01.01.2025
Grangettes-près-Romont;1686;Grangettes;2079;FR;01.01.2025
Massonnens;1692;Massonnens;2086;FR;01.01.2025
Romont FR;1680;Mézières (FR);2087;FR;01.01.2025
Berlens;1680;Mézières (FR);2087;FR;01.01.2025
Mézières FR;1684;Mézières (FR);2087;FR;01.01.2025
Montet (Glâne);1674;Ursy;2102;FR;01.01.2025
Romont FR;1680;Romont (FR);2096;FR;01.01.2025
Chapelle (Glâne);1608;Rue;2097;FR;01.01.2025
Promasens;1673;Rue;2097;FR;01.01.2025
Gillarens;1673;Rue;2097;FR;01.01.2025
Rue;1673;Rue;2097;FR;01.01.2025
Blessens;1675;Rue;2097;FR;01.01.2025
Chavannes-les-Forts;1676;Siviriez;2099;FR;01.01.2025
Prez-vers-Siviriez;1677;Siviriez;2099;FR;01.01.2025
Siviriez;1678;Siviriez;2099;FR;01.01.2025
Villaraboud;1679;Siviriez;2099;FR;01.01.2025
Romont FR;1680;Siviriez;2099;FR;01.01.2025
Ursy;1670;Ursy;2102;FR;01.01.2025
Bionnens;1670;Ursy;2102;FR;01.01.2025
Esmonts;1670;Ursy;2102;FR;01.01.2025
Vuarmarens;1674;Ursy;2102;FR;01.01.2025
Morlens;1674;Ursy;2102;FR;01.01.2025
Vauderens;1675;Ursy;2102;FR;01.01.2025
Blessens;1675;Ursy;2102;FR;01.01.2025
Mossel;1675;Ursy;2102;FR;01.01.2025
Villariaz;1685;Vuisternens-devant-Romont;2113;FR;01.01.2025
La Neirigue;1686;Vuisternens-devant-Romont;2113;FR;01.01.2025
Vuisternens-devant-Romont;1687;Vuisternens-devant-Romont;2113;FR;01.01.2025
La Magne;1687;Vuisternens-devant-Romont;2113;FR;01.01.2025
Estévenens;1687;Vuisternens-devant-Romont;2113;FR;01.01.2025
Sommentier;1688;Vuisternens-devant-Romont;2113;FR;01.01.2025
Lieffrens;1688;Vuisternens-devant-Romont;2113;FR;01.01.2025
La Joux FR;1697;Vuisternens-devant-Romont;2113;FR;01.01.2025
Les Ecasseys;1697;Vuisternens-devant-Romont;2113;FR;01.01.2025
Villaz-St-Pierre;1690;Villorsonnens;2114;FR;01.01.2025
Villarsiviriaux;1694;Villorsonnens;2114;FR;01.01.2025
Villargiroud;1694;Villorsonnens;2114;FR;01.01.2025
Orsonnens;1694;Villorsonnens;2114;FR;01.01.2025
Chavannes-sous-Orsonnens;1694;Villorsonnens;2114;FR;01.01.2025
Torny-le-Grand;1748;Torny;2115;FR;01.01.2025
Middes;1749;Torny;2115;FR;01.01.2025
Romont FR;1680;Villaz;2117;FR;01.01.2025
Villaz-St-Pierre;1690;Villaz;2117;FR;01.01.2025
Lussy FR;1690;Villaz;2117;FR;01.01.2025
Villarimboud;1691;Villaz;2117;FR;01.01.2025
Albeuve;1669;Haut-Intyamon;2121;FR;01.01.2025
Lessoc;1669;Haut-Intyamon;2121;FR;01.01.2025
Les Sciernes-d'Albeuve;1669;Haut-Intyamon;2121;FR;01.01.2025
Neirivue;1669;Haut-Intyamon;2121;FR;01.01.2025
Montbovon;1669;Haut-Intyamon;2121;FR;01.01.2025
Gumefens;1643;Pont-en-Ogoz;2122;FR;01.01.2025
Avry-devant-Pont;1644;Pont-en-Ogoz;2122;FR;01.01.2025
Le Bry;1645;Pont-en-Ogoz;2122;FR;01.01.2025
Botterens;1652;Botterens;2123;FR;01.01.2025
Villarbeney;1652;Botterens;2123;FR;01.01.2025
Broc;1636;Broc;2124;FR;01.01.2025
Châtel-sur-Montsalvens;1653;Broc;2124;FR;01.01.2025
Bulle;1630;Bulle;2125;FR;01.01.2025
La Tour-de-Trême;1635;Bulle;2125;FR;01.01.2025
Le Pâquier-Montbarry;1661;Bulle;2125;FR;01.01.2025
Châtel-sur-Montsalvens;1653;Châtel-sur-Montsalvens;2128;FR;01.01.2025
Echarlens;1646;Corbières;2129;FR;01.01.2025
Corbières;1647;Corbières;2129;FR;01.01.2025
Villarvolard;1651;Corbières;2129;FR;01.01.2025
Crésuz;1653;Crésuz;2130;FR;01.01.2025
Vuadens;1628;Echarlens;2131;FR;01.01.2025
Echarlens;1646;Echarlens;2131;FR;01.01.2025
Grandvillard;1666;Grandvillard;2134;FR;01.01.2025
La Tour-de-Trême;1635;Gruyères;2135;FR;01.01.2025
Broc;1636;Gruyères;2135;FR;01.01.2025
Le Pâquier-Montbarry;1661;Gruyères;2135;FR;01.01.2025
Gruyères;1663;Gruyères;2135;FR;01.01.2025
Pringy;1663;Gruyères;2135;FR;01.01.2025
Epagny;1663;Gruyères;2135;FR;01.01.2025
Moléson-sur-Gruyères;1663;Gruyères;2135;FR;01.01.2025
La Roche FR;1634;Hauteville;2137;FR;01.01.2025
Corbières;1647;Hauteville;2137;FR;01.01.2025
Hauteville;1648;Hauteville;2137;FR;01.01.2025
Charmey (Gruyère);1637;Jaun;2138;FR;01.01.2025
Jaun;1656;Jaun;2138;FR;01.01.2025
Im Fang;1656;Jaun;2138;FR;01.01.2025
Abländschen;1657;Jaun;2138;FR;01.01.2025
Schwarzsee;1716;Jaun;2138;FR;01.01.2025
Marsens;1633;Marsens;2140;FR;01.01.2025
Vuippens;1633;Marsens;2140;FR;01.01.2025
Morlon;1638;Morlon;2143;FR;01.01.2025
La Tour-de-Trême;1635;Le Pâquier (FR);2145;FR;01.01.2025
Le Pâquier-Montbarry;1661;Le Pâquier (FR);2145;FR;01.01.2025
Pont-la-Ville;1649;Pont-la-Ville;2147;FR;01.01.2025
Vuadens;1628;Riaz;2148;FR;01.01.2025
Riaz;1632;Riaz;2148;FR;01.01.2025
La Roche FR;1634;La Roche;2149;FR;01.01.2025
Treyvaux;1733;La Roche;2149;FR;01.01.2025
Sâles (Gruyère);1625;Sâles;2152;FR;01.01.2025
Maules;1625;Sâles;2152;FR;01.01.2025
Romanens;1626;Sâles;2152;FR;01.01.2025
Treyfayes;1626;Sâles;2152;FR;01.01.2025
Rueyres-Treyfayes;1626;Sâles;2152;FR;01.01.2025
Vaulruz;1627;Sâles;2152;FR;01.01.2025
Sorens;1642;Sorens;2153;FR;01.01.2025
Vaulruz;1627;Vaulruz;2155;FR;01.01.2025
Vuadens;1628;Vaulruz;2155;FR;01.01.2025
Bulle;1630;Vaulruz;2155;FR;01.01.2025
Vuadens;1628;Vuadens;2160;FR;01.01.2025
Bulle;1630;Vuadens;2160;FR;01.01.2025
Moléson-sur-Gruyères;1663;Bas-Intyamon;2162;FR;01.01.2025
Estavannens;1665;Bas-Intyamon;2162;FR;01.01.2025
Villars-sous-Mont;1666;Bas-Intyamon;2162;FR;01.01.2025
Enney;1667;Bas-Intyamon;2162;FR;01.01.2025
Charmey (Gruyère);1637;Val-de-Charmey;2163;FR;01.01.2025
Cerniat FR;1654;Val-de-Charmey;2163;FR;01.01.2025
Schwarzsee;1716;Val-de-Charmey;2163;FR;01.01.2025
Autigny;1742;Autigny;2173;FR;01.01.2025
Lentigny;1745;Autigny;2173;FR;01.01.2025
Corjolens;1754;Avry;2174;FR;01.01.2025
Avry-sur-Matran;1754;Avry;2174;FR;01.01.2025
Chésopelloz;1720;Belfaux;2175;FR;01.01.2025
Belfaux;1782;Belfaux;2175;FR;01.01.2025
Autafond;1782;Belfaux;2175;FR;01.01.2025
Chénens;1744;Chénens;2177;FR;01.01.2025
Corminboeuf;1720;Corminboeuf;2183;FR;01.01.2025
Chésopelloz;1720;Corminboeuf;2183;FR;01.01.2025
Matran;1753;Corminboeuf;2183;FR;01.01.2025
Cottens FR;1741;Cottens (FR);2186;FR;01.01.2025
Ferpicloz;1724;Ferpicloz;2194;FR;01.01.2025
Fribourg;1700;Fribourg;2196;FR;01.01.2025
Bourguillon;1722;Fribourg;2196;FR;01.01.2025
Givisiez;1762;Givisiez;2197;FR;01.01.2025
Granges-Paccot;1763;Granges-Paccot;2198;FR;01.01.2025
Grolley;1772;Grolley-Ponthaux;2239;FR;01.01.2025
Marly;1723;Marly;2206;FR;01.01.2025
Posieux;1725;Marly;2206;FR;01.01.2025
Matran;1753;Matran;2208;FR;01.01.2025
Neyruz FR;1740;Neyruz (FR);2211;FR;01.01.2025
Pierrafortscha;1723;Pierrafortscha;2216;FR;01.01.2025
Nierlet-les-Bois;1772;Grolley-Ponthaux;2239;FR;01.01.2025
Ponthaux;1772;Grolley-Ponthaux;2239;FR;01.01.2025
Le Mouret;1724;Le Mouret;2220;FR;01.01.2025
Essert FR;1724;Le Mouret;2220;FR;01.01.2025
Montévraz;1724;Le Mouret;2220;FR;01.01.2025
Oberried FR;1724;Le Mouret;2220;FR;01.01.2025
Zénauva;1724;Le Mouret;2220;FR;01.01.2025
Bonnefontaine;1724;Le Mouret;2220;FR;01.01.2025
Tentlingen;1734;Le Mouret;2220;FR;01.01.2025
Essert FR;1724;Treyvaux;2226;FR;01.01.2025
Senèdes;1724;Treyvaux;2226;FR;01.01.2025
Treyvaux;1733;Treyvaux;2226;FR;01.01.2025
Villars-sur-Glâne;1752;Villars-sur-Glâne;2228;FR;01.01.2025
Villarsel-sur-Marly;1723;Villarsel-sur-Marly;2230;FR;01.01.2025
Le Mouret;1724;Villarsel-sur-Marly;2230;FR;01.01.2025
Posieux;1725;Hauterive (FR);2233;FR;01.01.2025
Ecuvillens;1730;Hauterive (FR);2233;FR;01.01.2025
Lentigny;1745;La Brillaz;2234;FR;01.01.2025
Corjolens;1754;La Brillaz;2234;FR;01.01.2025
Onnens FR;1756;La Brillaz;2234;FR;01.01.2025
Lovens;1756;La Brillaz;2234;FR;01.01.2025
Lossy;1782;La Sonnaz;2235;FR;01.01.2025
La Corbaz;1782;La Sonnaz;2235;FR;01.01.2025
Cormagens;1782;La Sonnaz;2235;FR;01.01.2025
Formangueires;1782;La Sonnaz;2235;FR;01.01.2025
Villarlod;1695;Gibloux;2236;FR;01.01.2025
Rueyres-St-Laurent;1695;Gibloux;2236;FR;01.01.2025
Estavayer-le-Gibloux;1695;Gibloux;2236;FR;01.01.2025
Villarsel-le-Gibloux;1695;Gibloux;2236;FR;01.01.2025
Vuisternens-en-Ogoz;1696;Gibloux;2236;FR;01.01.2025
Farvagny-le-Grand;1726;Gibloux;2236;FR;01.01.2025
Farvagny-le-Petit;1726;Gibloux;2236;FR;01.01.2025
Grenilles;1726;Gibloux;2236;FR;01.01.2025
Posat;1726;Gibloux;2236;FR;01.01.2025
Corpataux;1727;Gibloux;2236;FR;01.01.2025
Magnedens;1727;Gibloux;2236;FR;01.01.2025
Rossens FR;1728;Gibloux;2236;FR;01.01.2025
Prez-vers-Noréaz;1746;Prez;2237;FR;01.01.2025
Corserey;1747;Prez;2237;FR;01.01.2025
Corjolens;1754;Prez;2237;FR;01.01.2025
Noréaz;1757;Prez;2237;FR;01.01.2025
Senèdes;1724;Bois-d'Amont;2238;FR;01.01.2025
Posieux;1725;Bois-d'Amont;2238;FR;01.01.2025
Ependes FR;1731;Bois-d'Amont;2238;FR;01.01.2025
Arconciel;1732;Bois-d'Amont;2238;FR;01.01.2025
Courgevaux;1796;Courgevaux;2250;FR;01.01.2025
Murten;3280;Courgevaux;2250;FR;01.01.2025
Villarepos;1583;Courtepin;2254;FR;01.01.2025
Pensier;1783;Courtepin;2254;FR;01.01.2025
Barberêche;1783;Courtepin;2254;FR;01.01.2025
Courtepin;1784;Courtepin;2254;FR;01.01.2025
Wallenried;1784;Courtepin;2254;FR;01.01.2025
Courtaman;1791;Courtepin;2254;FR;01.01.2025
Courlevon;1795;Courtepin;2254;FR;01.01.2025
Kleingurmels;3212;Courtepin;2254;FR;01.01.2025
Cressier FR;1785;Cressier (FR);2257;FR;01.01.2025
Fräschels;3284;Fräschels;2258;FR;01.01.2025
Greng;3280;Greng;2261;FR;01.01.2025
Cordast;1792;Gurmels;2262;FR;01.01.2025
Guschelmuth;1792;Gurmels;2262;FR;01.01.2025
Kriechenwil;3179;Gurmels;2262;FR;01.01.2025
Gümmenen;3205;Gurmels;2262;FR;01.01.2025
Wallenbuch;3206;Gurmels;2262;FR;01.01.2025
Gurmels;3212;Gurmels;2262;FR;01.01.2025
